site_no,soil_type,texture,year,duration,material_name,type,material_id,material_code,weight_loss_oz,specimen_status,city,state,internal_drainage,resistivity,pH,pH_type,total_acidity,Na+K,Ca,Mg,CO3,HCO3,Cl,SO4,mean_temp,annual_precipitation,moisture,air_pore_space,specific_gravity,volume_shrinkage,table,iron_type,areation,region,approximate_days,exact_days,weight_loss_g,corrosion_rate,C (%),Si (%),Mn (%),S (%),P (%),Cr (%),Ni (%),Cu (%),Mo  (%),Fe (%),C_clr,Si_clr,Mn_clr,S_clr,P_clr,Cr_clr,Ni_clr,Cu_clr,Mo_clr
60,Rifle peat,Peat,1932,9.2,Carbon steel,1.5-inch pipe,24,N,16.7,intact,Plymouth,OH,P,218.0,2.6,Extremely Acid,297.4,2.91,10.95,2.86,0.0,0.0,0.0,56.7,49.0,37.0,43.4,33.2,1.28,9.1,15,Wrought,Poor,Northern,3360.3,3360.0,5096.03,1.5165,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
60,Rifle peat,Peat,1932,14.3,Carbon steel,1.5-inch pipe,24,N,28.8,intact,Plymouth,OH,P,218.0,2.6,Extremely Acid,297.4,2.91,10.95,2.86,0.0,0.0,0.0,56.7,49.0,37.0,43.4,33.2,1.28,9.1,15,Wrought,Poor,Northern,5223.07,5223.0,8788.37,1.6826,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
61,Sharkey clay,Clay,1932,1.0,Carbon steel,1.5-inch pipe,24,N,0.8,intact,New Orleans,LA,P,943.0,6.8,Neutral,4.9,0.73,0.68,0.33,0.0,0.71,0.1,0.91,69.3,57.4,30.8,2.3,1.78,16.4,15,Wrought,Poor,Southern,365.25,365.0,244.12,0.6684,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
61,Sharkey clay,Clay,1932,5.5,Carbon steel,1.5-inch pipe,24,N,4.0,intact,New Orleans,LA,P,943.0,6.8,Neutral,4.9,0.73,0.68,0.33,0.0,0.71,0.1,0.91,69.3,57.4,30.8,2.3,1.78,16.4,15,Wrought,Poor,Southern,2008.88,2008.0,1220.61,0.6076,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
61,Sharkey clay,Clay,1932,7.6,Carbon steel,1.5-inch pipe,24,N,5.6,intact,New Orleans,LA,P,943.0,6.8,Neutral,4.9,0.73,0.68,0.33,0.0,0.71,0.1,0.91,69.3,57.4,30.8,2.3,1.78,16.4,15,Wrought,Poor,Southern,2775.9,2775.0,1708.85,0.6156,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
61,Sharkey clay,Clay,1932,9.5,Carbon steel,1.5-inch pipe,24,N,0.8,intact,New Orleans,LA,P,943.0,6.8,Neutral,4.9,0.73,0.68,0.33,0.0,0.71,0.1,0.91,69.3,57.4,30.8,2.3,1.78,16.4,15,Wrought,Poor,Southern,3469.88,3469.0,244.12,0.0704,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
61,Sharkey clay,Clay,1932,14.4,Carbon steel,1.5-inch pipe,24,N,10.0,intact,New Orleans,LA,P,943.0,6.8,Neutral,4.9,0.73,0.68,0.33,0.0,0.71,0.1,0.91,69.3,57.4,30.8,2.3,1.78,16.4,15,Wrought,Poor,Southern,5259.6,5259.0,3051.52,0.5802,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
62,Susquehanna clay,Clay,1932,1.9,Carbon steel,1.5-inch pipe,24,N,4.1,intact,Meridian,MS,F,6920.0,4.5,Very Strongly Acid,12,,,,,,,,64.0,53.0,34.6,14.9,1.79,4.7,15,Wrought,Good,Southern,693.98,693.0,1251.12,1.8028,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
62,Susquehanna clay,Clay,1932,5.5,Carbon steel,1.5-inch pipe,24,N,4.7,intact,Meridian,MS,F,6920.0,4.5,Very Strongly Acid,12,,,,,,,,64.0,53.0,34.6,14.9,1.79,4.7,15,Wrought,Good,Southern,2008.88,2008.0,1434.21,0.7139,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
62,Susquehanna clay,Clay,1932,7.6,Carbon steel,1.5-inch pipe,24,N,5.3,intact,Meridian,MS,F,6920.0,4.5,Very Strongly Acid,12,,,,,,,,64.0,53.0,34.6,14.9,1.79,4.7,15,Wrought,Good,Southern,2775.9,2775.0,1617.3,0.5826,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
62,Susquehanna clay,Clay,1932,9.5,Carbon steel,1.5-inch pipe,24,N,6.6,intact,Meridian,MS,F,6920.0,4.5,Very Strongly Acid,12,,,,,,,,64.0,53.0,34.6,14.9,1.79,4.7,15,Wrought,Good,Southern,3469.88,3469.0,2014.0,0.5804,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
62,Susquehanna clay,Clay,1932,14.3,Carbon steel,1.5-inch pipe,24,N,7.9,intact,Meridian,MS,F,6920.0,4.5,Very Strongly Acid,12,,,,,,,,64.0,53.0,34.6,14.9,1.79,4.7,15,Wrought,Good,Southern,5223.07,5223.0,2410.7,0.4615,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
63,Tidal marsh,Marsh,1932,2.0,Carbon steel,1.5-inch pipe,24,N,3.8,intact,Charleston,SC,VP,84.0,6.9,Neutral,14.6,33.6,6.85,4.0,0.0,0.0,12.7,36.6,66.0,45.2,46.7,19.5,1.47,18.8,15,Wrought,Very Poor,Southern,730.5,730.0,1159.58,1.5874,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
63,Tidal marsh,Marsh,1932,5.6,Carbon steel,1.5-inch pipe,24,N,4.5,intact,Charleston,SC,VP,84.0,6.9,Neutral,14.6,33.6,6.85,4.0,0.0,0.0,12.7,36.6,66.0,45.2,46.7,19.5,1.47,18.8,15,Wrought,Very Poor,Southern,2045.4,2045.0,1373.18,0.6714,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
63,Tidal marsh,Marsh,1932,7.7,Carbon steel,1.5-inch pipe,24,N,7.1,intact,Charleston,SC,VP,84.0,6.9,Neutral,14.6,33.6,6.85,4.0,0.0,0.0,12.7,36.6,66.0,45.2,46.7,19.5,1.47,18.8,15,Wrought,Very Poor,Southern,2812.43,2812.0,2166.58,0.7704,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
63,Tidal marsh,Marsh,1932,9.6,Carbon steel,1.5-inch pipe,24,N,9.0,intact,Charleston,SC,VP,84.0,6.9,Neutral,14.6,33.6,6.85,4.0,0.0,0.0,12.7,36.6,66.0,45.2,46.7,19.5,1.47,18.8,15,Wrought,Very Poor,Southern,3506.4,3506.0,2746.37,0.7832,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
63,Tidal marsh,Marsh,1932,14.4,Carbon steel,1.5-inch pipe,24,N,9.6,intact,Charleston,SC,VP,84.0,6.9,Neutral,14.6,33.6,6.85,4.0,0.0,0.0,12.7,36.6,66.0,45.2,46.7,19.5,1.47,18.8,15,Wrought,Very Poor,Southern,5259.6,5259.0,2929.46,0.557,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
64,Docas clay,Silty Clay Loam,1932,1.9,Carbon steel,1.5-inch pipe,24,N,12.6,intact,Cholanie,CA,F,62.0,7.5,Mildly Alkaline,A,28.1,2.29,0.76,0.0,0.89,28.8,0.26,58.0,16.0,41.1,4.7,1.88,27.7,15,Wrought,Fair,Southern,693.98,693.0,3844.91,5.5404,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
64,Docas clay,Silty Clay Loam,1932,5.2,Carbon steel,1.5-inch pipe,24,N,25.3,intact,Cholanie,CA,F,62.0,7.5,Mildly Alkaline,A,28.1,2.29,0.76,0.0,0.89,28.8,0.26,58.0,16.0,41.1,4.7,1.88,27.7,15,Wrought,Fair,Southern,1899.3,1899.0,7720.34,4.0648,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
64,Docas clay,Silty Clay Loam,1932,7.3,Carbon steel,1.5-inch pipe,24,N,35.6,intact,Cholanie,CA,F,62.0,7.5,Mildly Alkaline,A,28.1,2.29,0.76,0.0,0.89,28.8,0.26,58.0,16.0,41.1,4.7,1.88,27.7,15,Wrought,Fair,Southern,2666.32,2666.0,10863.4,4.0743,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
64,Docas clay,Silty Clay Loam,1932,9.2,Carbon steel,1.5-inch pipe,24,N,0.0,destroyed,Cholanie,CA,F,62.0,7.5,Mildly Alkaline,A,28.1,2.29,0.76,0.0,0.89,28.8,0.26,58.0,16.0,41.1,4.7,1.88,27.7,15,Wrought,Fair,Southern,3360.3,3360.0,0.0,0.0,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
64,Docas clay,Silty Clay Loam,1932,14.2,Carbon steel,1.5-inch pipe,24,N,0.0,destroyed,Cholanie,CA,F,62.0,7.5,Mildly Alkaline,A,28.1,2.29,0.76,0.0,0.89,28.8,0.26,58.0,16.0,41.1,4.7,1.88,27.7,15,Wrought,Fair,Southern,5186.55,5186.0,0.0,0.0,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
65,Chino silt loam,Silt Loam,1932,1.9,Carbon steel,1.5-inch pipe,24,N,7.4,intact,Wilmington,CA,G,148.0,8.0,Moderately Alkaline,A,7.65,12.4,2.2,0.0,1.3,6.05,16.9,62.4,15.2,26.4,15.8,1.41,5.7,15,Wrought,Good,Southern,693.98,693.0,2258.12,3.2539,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
65,Chino silt loam,Silt Loam,1932,5.3,Carbon steel,1.5-inch pipe,24,N,10.3,intact,Wilmington,CA,G,148.0,8.0,Moderately Alkaline,A,7.65,12.4,2.2,0.0,1.3,6.05,16.9,62.4,15.2,26.4,15.8,1.41,5.7,15,Wrought,Good,Southern,1935.83,1935.0,3143.06,1.6236,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
65,Chino silt loam,Silt Loam,1932,7.3,Carbon steel,1.5-inch pipe,24,N,13.7,intact,Wilmington,CA,G,148.0,8.0,Moderately Alkaline,A,7.65,12.4,2.2,0.0,1.3,6.05,16.9,62.4,15.2,26.4,15.8,1.41,5.7,15,Wrought,Good,Southern,2666.32,2666.0,4180.58,1.5679,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
65,Chino silt loam,Silt Loam,1932,9.2,Carbon steel,1.5-inch pipe,24,N,12.9,intact,Wilmington,CA,G,148.0,8.0,Moderately Alkaline,A,7.65,12.4,2.2,0.0,1.3,6.05,16.9,62.4,15.2,26.4,15.8,1.41,5.7,15,Wrought,Good,Southern,3360.3,3360.0,3936.46,1.1715,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
65,Chino silt loam,Silt Loam,1932,14.2,Carbon steel,1.5-inch pipe,24,N,13.0,intact,Wilmington,CA,G,148.0,8.0,Moderately Alkaline,A,7.65,12.4,2.2,0.0,1.3,6.05,16.9,62.4,15.2,26.4,15.8,1.41,5.7,15,Wrought,Good,Southern,5186.55,5186.0,3966.97,0.7649,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
66,Mohave fine gravelly loam,Sandy Loam,1932,1.9,Carbon steel,1.5-inch pipe,24,N,7.7,intact,Phoenix,AZ,F,232.0,8.0,Moderately Alkaline,A,6.55,0.51,0.18,0.0,0.73,2.77,2.97,69.7,7.8,16.5,20.1,1.79,2.7,15,Wrought,Fair,Southern,693.98,693.0,2349.67,3.3858,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
66,Mohave fine gravelly loam,Sandy Loam,1932,5.3,Carbon steel,1.5-inch pipe,24,N,15.1,intact,Phoenix,AZ,F,232.0,8.0,Moderately Alkaline,A,6.55,0.51,0.18,0.0,0.73,2.77,2.97,69.7,7.8,16.5,20.1,1.79,2.7,15,Wrought,Fair,Southern,1935.83,1935.0,4607.79,2.3803,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
66,Mohave fine gravelly loam,Sandy Loam,1932,7.4,Carbon steel,1.5-inch pipe,24,N,14.3,intact,Phoenix,AZ,F,232.0,8.0,Moderately Alkaline,A,6.55,0.51,0.18,0.0,0.73,2.77,2.97,69.7,7.8,16.5,20.1,1.79,2.7,15,Wrought,Fair,Southern,2702.85,2702.0,4363.67,1.6145,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
66,Mohave fine gravelly loam,Sandy Loam,1932,9.2,Carbon steel,1.5-inch pipe,24,N,18.6,intact,Phoenix,AZ,F,232.0,8.0,Moderately Alkaline,A,6.55,0.51,0.18,0.0,0.73,2.77,2.97,69.7,7.8,16.5,20.1,1.79,2.7,15,Wrought,Fair,Southern,3360.3,3360.0,5675.82,1.6891,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
66,Mohave fine gravelly loam,Sandy Loam,1932,14.2,Carbon steel,1.5-inch pipe,24,N,0.0,destroyed,Phoenix,AZ,F,232.0,8.0,Moderately Alkaline,A,6.55,0.51,0.18,0.0,0.73,2.77,2.97,69.7,7.8,16.5,20.1,1.79,2.7,15,Wrought,Fair,Southern,5186.55,5186.0,0.0,0.0,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
67,Cinders,Cinders,1932,2.0,Carbon steel,1.5-inch pipe,24,N,21.5,intact,Milwaukee,WI,VP,455.0,7.6,Mildly Alkaline,A,0.77,3.03,0.53,0.0,0.55,0.08,2.89,46.1,30.1,11.1,,,,15,Wrought,Very Poor,Northern,730.5,730.0,6560.76,8.9812,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
67,Cinders,Cinders,1932,5.3,Carbon steel,1.5-inch pipe,24,N,34.6,intact,Milwaukee,WI,VP,455.0,7.6,Mildly Alkaline,A,0.77,3.03,0.53,0.0,0.55,0.08,2.89,46.1,30.1,11.1,,,,15,Wrought,Very Poor,Northern,1935.83,1935.0,10558.25,5.4541,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
67,Cinders,Cinders,1932,7.3,Carbon steel,1.5-inch pipe,24,N,23.5,intact,Milwaukee,WI,VP,455.0,7.6,Mildly Alkaline,A,0.77,3.03,0.53,0.0,0.55,0.08,2.89,46.1,30.1,11.1,,,,15,Wrought,Very Poor,Northern,2666.32,2666.0,7171.06,2.6895,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
67,Cinders,Cinders,1932,9.2,Carbon steel,1.5-inch pipe,24,N,58.4,intact,Milwaukee,WI,VP,455.0,7.6,Mildly Alkaline,A,0.77,3.03,0.53,0.0,0.55,0.08,2.89,46.1,30.1,11.1,,,,15,Wrought,Very Poor,Northern,3360.3,3360.0,17820.86,5.3034,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
67,Cinders,Cinders,1932,14.3,Carbon steel,1.5-inch pipe,24,N,0.0,destroyed,Milwaukee,WI,VP,455.0,7.6,Mildly Alkaline,A,0.77,3.03,0.53,0.0,0.55,0.08,2.89,46.1,30.1,11.1,,,,15,Wrought,Very Poor,Northern,5223.07,5223.0,0.0,0.0,0.15,0.0,0.49,0.03,0.013,0.0,0.0,0.0,0.0,99.317,9.710606582,-7.194214642,10.89437665,8.101168852,7.264921126,-7.194214642,-7.194214642,-7.194214642,-7.194214642
51,Acadia clay,Clay,1937,2.1,Carbon steel,1.5-inch pipe,25,S,7.5,intact,Spindletop,TX,P,190.0,6.2,Slightly Acid,13.2,10.27,15.55,5.03,0.0,0.56,5.75,22.0,69.0,49.0,47.4,4.4,2.07,37.9,15,Wrought,Very Poor,Southern,767.02,767.0,2288.64,2.9838,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
51,Acadia clay,Clay,1937,9.0,Carbon steel,1.5-inch pipe,25,S,17.4,intact,Spindletop,TX,P,190.0,6.2,Slightly Acid,13.2,10.27,15.55,5.03,0.0,0.56,5.75,22.0,69.0,49.0,47.4,4.4,2.07,37.9,15,Wrought,Very Poor,Southern,3287.25,3287.0,5309.64,1.6152,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
53,Cecil clay loam,Clay Loam,1937,2.1,Carbon steel,1.5-inch pipe,25,S,1.8,intact,Atlanta,GA,G,17790.0,4.8,Very Strongly Acid,5.4,,,,,,,,61.2,48.3,33.7,18.2,1.6,7.0,15,Wrought,Good,Southern,767.02,767.0,549.27,0.7161,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
53,Cecil clay loam,Clay Loam,1937,4.0,Carbon steel,1.5-inch pipe,25,S,2.9,intact,Atlanta,GA,G,17790.0,4.8,Very Strongly Acid,5.4,,,,,,,,61.2,48.3,33.7,18.2,1.6,7.0,15,Wrought,Good,Southern,1461.0,1461.0,884.94,0.6057,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
53,Cecil clay loam,Clay Loam,1937,8.9,Carbon steel,1.5-inch pipe,25,S,3.4,intact,Atlanta,GA,G,17790.0,4.8,Very Strongly Acid,5.4,,,,,,,,61.2,48.3,33.7,18.2,1.6,7.0,15,Wrought,Good,Southern,3250.72,3250.0,1037.52,0.3192,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
53,Cecil clay loam,Clay Loam,1937,11.2,Carbon steel,1.5-inch pipe,25,S,3.4,intact,Atlanta,GA,G,17790.0,4.8,Very Strongly Acid,5.4,,,,,,,,61.2,48.3,33.7,18.2,1.6,7.0,15,Wrought,Good,Southern,4090.8,4090.0,1037.52,0.2536,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
53,Cecil clay loam,Clay Loam,1937,12.7,Carbon steel,1.5-inch pipe,25,S,3.9,intact,Atlanta,GA,G,17790.0,4.8,Very Strongly Acid,5.4,,,,,,,,61.2,48.3,33.7,18.2,1.6,7.0,15,Wrought,Good,Southern,4638.68,4638.0,1190.09,0.2566,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
55,Hagerstown loam,Silty Clay Loam,1937,1.9,Carbon steel,1.5-inch pipe,25,S,1.8,intact,Loch Raven,MD,G,5210.0,5.8,Medium Acid,10.9,,,,,,,,55.4,42.6,32.0,15.5,1.49,8.6,15,Wrought,Good,Northern,693.98,693.0,549.27,0.7915,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
55,Hagerstown loam,Silty Clay Loam,1937,3.9,Carbon steel,1.5-inch pipe,25,S,2.6,intact,Loch Raven,MD,G,5210.0,5.8,Medium Acid,10.9,,,,,,,,55.4,42.6,32.0,15.5,1.49,8.6,15,Wrought,Good,Northern,1424.47,1424.0,793.39,0.557,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
55,Hagerstown loam,Silty Clay Loam,1937,9.0,Carbon steel,1.5-inch pipe,25,S,4.1,intact,Loch Raven,MD,G,5210.0,5.8,Medium Acid,10.9,,,,,,,,55.4,42.6,32.0,15.5,1.49,8.6,15,Wrought,Good,Northern,3287.25,3287.0,1251.12,0.3806,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
55,Hagerstown loam,Silty Clay Loam,1937,11.0,Carbon steel,1.5-inch pipe,25,S,3.9,intact,Loch Raven,MD,G,5210.0,5.8,Medium Acid,10.9,,,,,,,,55.4,42.6,32.0,15.5,1.49,8.6,15,Wrought,Good,Northern,4017.75,4017.0,1190.09,0.2962,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
55,Hagerstown loam,Silty Clay Loam,1937,12.6,Carbon steel,1.5-inch pipe,25,S,3.4,intact,Loch Raven,MD,G,5210.0,5.8,Medium Acid,10.9,,,,,,,,55.4,42.6,32.0,15.5,1.49,8.6,15,Wrought,Good,Northern,4602.15,4602.0,1037.52,0.2254,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
56,Lake Charles clay,Clay,1937,2.1,Carbon steel,1.5-inch pipe,25,S,13.8,intact,El Vista,TX,VP,406.0,7.1,Neutral,5.1,3.12,0.69,0.47,0.0,0.8,1.59,3.04,69.0,49.0,28.7,5.0,2.03,30.1,15,Wrought,Very Poor,Southern,767.02,767.0,4211.09,5.4902,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
56,Lake Charles clay,Clay,1937,4.0,Carbon steel,1.5-inch pipe,25,S,16.0,intact,El Vista,TX,VP,406.0,7.1,Neutral,5.1,3.12,0.69,0.47,0.0,0.8,1.59,3.04,69.0,49.0,28.7,5.0,2.03,30.1,15,Wrought,Very Poor,Southern,1461.0,1461.0,4882.43,3.3418,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
56,Lake Charles clay,Clay,1937,8.9,Carbon steel,1.5-inch pipe,25,S,27.8,intact,El Vista,TX,VP,406.0,7.1,Neutral,5.1,3.12,0.69,0.47,0.0,0.8,1.59,3.04,69.0,49.0,28.7,5.0,2.03,30.1,15,Wrought,Very Poor,Southern,3250.72,3250.0,8483.22,2.6096,0.13,0.0,0.45,0.06,0.09,0.0,0.0,0.0,0.0,99.27,9.263895008,-7.431275709,10.5056081,8.490705185,8.896170252,-7.431275709,-7.431275709,-7.431275709,-7.431275709
